prices_buy,prices_buy_forecast,demand_MW,demand_MW_forecast,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_daily
51.03,55.73858396,42.79,36.47822612,0.9492526839486777,2.6842659279778385,0.0,39.16249204797784,0.0,-136.9780903047091,1434.1145846952904
50.04,51.61442333,42.69,31.48666667,1.0,0.0,0.0,31.48666667,0.0,0.0,1434.1145846952904
52.7,50.17925787,43.43,31.96894737,1.0,0.0,0.0,31.96894737,0.0,0.0,1434.1145846952904
56.18,52.24647967,43.68,30.74733011,1.0,0.0,0.0,30.74733011,0.0,0.0,1434.1145846952904
62.33,57.22137816,43.87,32.52949043,1.0,0.0,0.0,32.52949043,0.0,0.0,1434.1145846952904
58.05,59.76857143,43.48,36.52831254,1.0,0.0,0.0,36.52831254,0.0,0.0,1434.1145846952904
59.5,64.18298913,42.94,35.49834381,1.0,0.0,12.56,22.93834381,0.0,747.32,1434.1145846952904
60.55,66.01875,41.66,36.0859146,0.7368944749934537,0.0,12.56,23.5259146,0.0,760.508,1434.1145846952904
60.06,69.16416306,40.67,34.73076923,0.47378894998690746,0.0,12.56,22.170769229999998,0.0,754.3536,1434.1145846952904
59.49,72.93348243,39.89,37.94986458,0.2106834249803612,0.0,10.057499999999992,27.892364580000013,0.0,598.3206749999996,1434.1145846952904
55.55,73.62135115,37.19,34.40067732,0.0,0.0,0.0,34.40067732,0.0,0.0,1434.1145846952904
48.04,68.00196775,34.27,32.26496933,0.0,0.0,0.0,32.26496933,0.0,0.0,1434.1145846952904
62.39,65.79425175,27.41,28.53906231,0.5,0.0,0.0,28.53906231,0.0,0.0,1982.1721921052629
56.31,61.20208155,25.76,27.0108674,0.5,0.0,0.0,27.0108674,0.0,0.0,1982.1721921052629
54.03,57.17835753,24.6,25.82264522,0.5,12.56,0.0,38.38264522,0.0,-678.6168,1982.1721921052629
54.56,56.56687139,24.03,25.67378784,0.737452736318408,12.56,0.0,38.23378784,0.0,-685.2736000000001,1982.1721921052629
52.76,57.88612089,23.76,25.31214267,0.974905472636816,1.3273684210526253,0.0,26.639511091052626,0.0,-70.03195789473651,1982.1721921052629
54.05,63.12560157,24.52,27.13095855,1.0,0.0,0.0,27.13095855,0.0,0.0,1982.1721921052629
56.67,59.77705817,25.65,24.64333333,1.0,0.0,0.0,24.64333333,0.0,0.0,1982.1721921052629
58.72,61.55272517,28.22,27.94256667,1.0,0.0,0.0,27.94256667,0.0,0.0,1982.1721921052629
57.97,61.27796732,31.87,32.14742611,1.0,0.0,0.0,32.14742611,0.0,0.0,1982.1721921052629
55.54,60.96900181,33.5,34.35634213,1.0,0.0,0.0,34.35634213,0.0,0.0,1982.1721921052629
50.63,64.33176722,34.04,34.90431503,1.0,0.0,0.0,34.90431503,0.0,0.0,1982.1721921052629
47.16,59.99664779,34.59,36.36060758,1.0,0.0,0.0,36.36060758,0.0,0.0,1982.1721921052629
47.2,60.02015038,34.82,33.5854142,1.0,0.0,0.0,33.5854142,0.0,0.0,1982.1721921052629
48.6,59.57957667,35.17,34.99444444,1.0,0.0,0.0,34.99444444,0.0,0.0,1982.1721921052629
51.81,56.30338834,35.58,31.96894737,1.0,0.0,0.0,31.96894737,0.0,0.0,1982.1721921052629
58.73,63.77722269,35.78,34.53860602,1.0,0.0,0.0,34.53860602,0.0,0.0,1982.1721921052629
61.15,63.90148453,36.01,34.36511154,1.0,0.0,0.0,34.36511154,0.0,0.0,1982.1721921052629
70.54,72.015,36.35,37.3513472,1.0,0.0,12.56,24.791347199999997,0.0,885.9824000000001,1982.1721921052629
73.66,74.49603261,36.73,34.27991048,0.7368944749934537,0.0,12.56,21.719910479999996,0.0,925.1696,1982.1721921052629
70.56,74.11666667,36.7,33.60033215,0.47378894998690746,0.0,12.56,21.040332149999998,0.0,886.2336,1982.1721921052629
71.46,75.30696219,37.33,34.73076923,0.2106834249803612,0.0,10.057499999999992,24.67326923000001,0.0,718.7089499999994,1982.1721921052629
