method,seed,day_index,hour,prices_actual,prices_forecast,prices_bias_corrected,actual_demand,forecast_demand,demand_bias_corrected,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_step_system,day
scenario_expected,0,177,22,30.8421211945954,111.09895497650544,147.70380005464222,18205.1831,18654.792435693296,18761.986171222416,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,177,23,29.101621264535567,93.52022656049843,134.65223231800636,16907.121199999998,16616.451774517343,16762.36373647181,0.5,0.0,0.0,,0.0,0.0,,177
scenario_expected,0,178,0,30.82452687757981,87.80957320732975,124.62075107822032,15840.991000000002,15894.122070559008,16112.624353245892,0.5,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,1,26.819862963786704,79.2948450814431,117.61149503325314,15135.9772,15304.584786876141,15522.820774770136,0.5,10.7825,0.0,,0.0,-289.18517240703017,,178
scenario_expected,0,178,2,32.1893203649563,79.6987314294542,114.63545029734797,14626.6825,14834.610522989404,15038.507555426779,0.7375,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,3,32.582764758355324,75.67405694747069,111.5720017362774,14355.5139,14359.873421833116,14575.749594924697,0.7375,10.7825,0.0,,0.0,-351.3236610069663,,178
scenario_expected,0,178,4,31.27973143451954,81.88732081276768,120.21756866265353,14471.0556,14556.956405607823,14781.602076211202,0.9750000000000001,1.134999999999996,0.0,,0.0,-35.50249517817955,,178
scenario_expected,0,178,5,28.950915121176955,84.9808583206221,126.38670143068045,14930.273,15206.82826514461,15500.543204572075,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,6,24.22853992829944,93.51871829470542,147.0416760900518,16109.357499999998,16254.168897749716,16586.619616227606,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,7,30.02741849967476,97.00592232592268,142.55984698868406,17123.1832,17192.186243955577,17406.277050940036,1.0,0.0,9.731206250000003,,0.0,292.2030025754007,,178
scenario_expected,0,178,8,39.97703123418591,92.85711925753635,142.33733101951987,17846.029400000003,17542.44116472592,17567.651281360013,0.7625,10.7825,0.0,,0.0,-431.0523392826096,,178
scenario_expected,0,178,9,87.65044218477532,87.9389189920862,128.14526610178564,18210.8961,17637.905981579996,17505.009687508904,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,10,42.21877400454132,108.68437033973973,153.93840512442608,18619.4091,18685.88545011686,18391.166557830504,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,11,39.56094667138349,105.17498474692715,150.07600666425867,19152.7095,20202.78207787772,19952.270056671186,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,12,42.83393036810771,104.44527635733357,150.58833708186867,19646.0868,21932.16456080779,21474.809293568876,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,13,37.67281582027999,112.24001334635287,159.56557627543245,20211.680200000003,23305.768609586532,22884.703832482322,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,14,53.02157737165528,115.44909613960212,161.11672518323198,20701.5372,24313.078774587713,23911.316547195755,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,15,50.120516780017525,124.68777334664304,178.75321567654805,21280.5171,24623.083278566155,24281.915149416604,1.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,178,16,38.42367135021792,157.79919256399077,225.49203330739715,21755.429,23988.876418578424,23773.011036701493,1.0,0.0,10.7825,,0.0,414.3032363337248,,178
scenario_expected,0,178,17,42.289730023837166,186.32214056672518,254.72571029067018,22062.3552,24603.212663627426,24348.780790189765,0.7368421052631579,0.0,10.7825,,0.0,455.9890139820243,,178
scenario_expected,0,178,18,35.458679348018364,146.11811469404984,211.8484083359112,21796.982400000004,23703.359625938632,23569.400285299802,0.47368421052631576,0.0,10.7825,,0.0,382.333210070008,,178
scenario_expected,0,178,19,29.811631058257564,129.4639891672922,184.76270318931088,21299.6598,22621.251139658587,22582.91785718124,0.21052631578947367,2.3894736842105266,0.0,,0.0,-71.23410789709966,,178
scenario_expected,0,178,20,36.59404591038096,318.83511052824684,367.4871669993226,20856.0282,21813.6838134138,21819.439847260383,0.2631578947368421,0.0,10.7825,,0.0,394.57530002868276,,178
scenario_expected,0,178,21,36.87914419619615,104.16231941323981,146.50465943076574,20006.7573,21896.257377408947,21954.487929538544,0.0,10.7825,0.0,,0.0,-397.649372295485,,178
scenario_expected,0,178,22,31.52153193338418,111.09895497650544,147.70380005464222,18825.2409,20369.66853902901,20476.86227455813,0.2375,0.0,9.73120625,,0.0,306.7425285597227,,178
scenario_expected,0,178,23,28.158228672772623,99.20261968303988,140.33462544054782,17459.5058,17548.74407625175,17694.656038206216,0.0,0.0,0.0,,0.0,0.0,,178
scenario_expected,0,179,0,26.33900852349355,84.61366001254959,121.42483788344016,16377.8384,16394.590990968998,16613.093273655883,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,1,23.577898586689933,79.0685509295794,117.38520088138944,15734.1694,15736.050473171907,15954.286461065902,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,2,21.13736400507839,75.86445107513482,110.80116994302861,15127.7818,15377.19215253545,15581.089184972825,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,3,23.25661039859359,75.30795601467423,111.20590080348094,14979.0391,15042.669398582975,15258.545571674556,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,4,21.86199367404703,82.72896284008775,121.0592106899736,14937.006399999998,15020.908136544207,15245.553807147586,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,5,27.55664943747089,85.57681717167647,126.98266028173481,15413.5846,15530.325804240814,15824.04074366828,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,6,23.882819454130946,93.51871829470542,147.0416760900518,16511.534799999998,17715.59832590888,18048.04904438677,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,7,28.766390148994457,85.668132554752,131.2220572175134,17576.7681,19639.869819852072,19853.96062683653,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,8,28.593672302630424,104.9397877887967,154.4199995507802,18341.5717,20076.232048093476,20101.44216472757,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,9,31.40330236746103,94.5339110637502,134.74025817344963,19087.7017,21961.902505233378,21829.006211162286,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,10,35.955867068697,101.65531743729662,146.909352221983,19970.831100000003,21828.620231637935,21533.901339351578,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,11,44.92269647404028,104.40708351449146,149.30810543182298,20657.6693,22097.534516296913,21847.02249509038,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,12,46.71237206628337,104.77148196609326,150.91454269062837,21137.6627,22584.733237490174,22127.377970251262,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,13,44.547605540933255,110.60223647582384,157.92779940490342,21767.4667,22814.436114937027,22393.371337832818,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,14,34.55845397795823,116.26357625367463,161.93120529730447,22001.0078,22856.91085090104,22455.14862350908,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,15,29.95373506985835,117.2760910378278,171.3415333677328,22489.1202,24436.61075132196,24095.44262217241,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,16,30.198839917419992,141.26956054783284,208.96240129123922,22723.6099,23102.94517156255,22887.07978968562,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,17,30.237193870403097,141.36197254956892,209.76554227351392,22918.7469,22160.15802805562,21905.726154617958,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,18,29.49914586025184,152.09524401165356,217.8255376535149,22459.9242,22999.099638060085,22865.140297421254,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,19,32.39164469433533,119.98127952490458,175.27999354692327,21758.2965,21269.90614955892,21231.572867081573,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,20,29.703890753674617,132.0761689613307,180.72822543240648,21185.633399999995,20520.057081321844,20525.813115168425,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,21,29.979856556132827,108.95961882128636,151.3019588388123,20346.5722,20006.5910378092,20064.821589938798,0.5,0.0,0.0,,0.0,0.0,,179
scenario_expected,0,179,22,29.79491652836261,111.09895497650544,147.70380005464222,19033.0638,18638.43260502022,18745.62634054934,0.5,0.0,0.0,,0.0,0.0,,179
