method,day_index,hour,prices_actual,prices_forecast,prices_bias_corrected,actual_demand,forecast_demand,demand_bias_corrected,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_step_system,day
bias_corrected_det,0,0,51.0,46.58780941313187,46.60581133626374,22.74,25.263261999065932,25.266409388131866,0.5,0.0,10.7825,14.480761999065932,0.0,549.9075,-738.5188619523625,0
bias_corrected_det,0,1,46.27,39.61044517096154,39.68315187192308,21.5,24.043662647032967,24.043737414065934,0.2368421052631579,0.0,0.0,24.043662647032967,0.0,0.0,-1112.5002706782154,0
bias_corrected_det,0,2,39.78,37.08970673670329,37.13368427340659,20.5,22.68213623381868,22.705309437637364,0.2368421052631579,10.7825,0.0,33.46463623381868,0.0,-428.92785000000003,-1331.2232293813072,0
bias_corrected_det,0,3,27.87,34.02616074563187,34.07922844126374,19.64,21.650833062857142,21.656127595714285,0.4743421052631579,10.7825,0.0,32.433333062857145,0.0,-300.508275,-903.9169924618286,0
bias_corrected_det,0,4,22.0,33.777691120219785,33.77795525043957,19.3,22.09305884510989,22.10274994021978,0.7118421052631578,10.7825,0.0,32.87555884510989,0.0,-237.215,-723.2622945924177,0
bias_corrected_det,0,5,20.0,38.52178653376373,38.59041158752746,19.65,22.122237857142856,22.122448764285714,0.9493421052631579,2.299868421052633,0.0,24.42210627819549,0.0,-45.997368421052656,-488.44212556390977,0
bias_corrected_det,0,6,20.9,46.855625672692305,46.85677147538461,20.86,22.152161176153847,22.15765568230769,1.0,0.0,0.0,22.152161176153847,0.0,0.0,-462.9801685816154,0
bias_corrected_det,0,7,26.54,54.829434676675824,54.81491170335165,22.21,25.104723357884613,25.083340045769226,1.0,0.0,0.0,25.104723357884613,0.0,0.0,-666.2793579182576,0
bias_corrected_det,0,8,25.0,58.591255130274725,58.60357870054945,23.13,28.193974491346154,28.21382675269231,1.0,0.0,10.7825,17.411474491346155,0.0,269.5625,-435.2868622836539,0
bias_corrected_det,0,9,25.0,53.384073172115386,53.39705388423077,24.38,29.683335615054943,29.684273740109887,0.736842105263158,0.0,0.0,29.683335615054943,0.0,0.0,-742.0833903763736,0
bias_corrected_det,0,10,34.64,53.15442605942307,53.11496269884615,25.29,27.381150308324173,27.345383436648348,0.736842105263158,0.0,0.0,27.381150308324173,0.0,0.0,-948.4830466803494,0
bias_corrected_det,0,11,41.03,50.102986464038466,50.05091787807693,25.88,29.54066226620879,29.52432459241758,0.736842105263158,1.1648684210526266,0.0,30.70553068726142,0.0,-47.79455131578927,-1259.847924098336,0
bias_corrected_det,0,12,48.97,49.07081632695055,49.0736552139011,26.09,29.576892553076924,29.589910946153847,0.7625,10.7825,0.0,40.35939255307692,0.0,-528.019025,-1976.3994533241769,0
bias_corrected_det,0,13,41.06,50.38071785840659,50.28691571681318,24.73,27.90543698436813,27.91087396873626,1.0,0.0,0.0,27.90543698436813,0.0,0.0,-1145.7972425781554,0
bias_corrected_det,0,14,37.95,52.21330810593407,52.229932931868134,24.27,27.824593571263733,27.832937142527467,1.0,0.0,0.0,27.824593571263733,0.0,0.0,-1055.9433260294588,0
